name,out_csig,out_cbak,out_covl,out_pesq,out_stoi,out_sisnr
out_wav/chime_EaBNet_chime/2061_sir-1.59dB_tgt.wav,3.6869522762918825,2.9717243902451833,2.9799007055115982,2.3170082569122314,0.8930718160713208,-15.810581395766254
out_wav/chime_EaBNet_chime/1730_sir-0.23dB_tgt.wav,3.8838732031261856,3.3784461475949996,3.2970945675983647,2.716887950897217,0.9496714955246564,-18.83011100720229
out_wav/chime_EaBNet_chime/1990_sir0.73dB_tgt.wav,3.8827759676682385,3.1286439630690617,3.125710241299559,2.375232219696045,0.9396835389225585,-16.408074836877176
out_wav/chime_EaBNet_chime/960_sir0.30dB_tgt.wav,3.7894571474835717,3.238094902367697,3.147945346180135,2.51078462600708,0.9481588355984417,-19.723752813971103
out_wav/chime_EaBNet_chime/1981_sir0.33dB_tgt.wav,4.302337969425587,3.4873163770252056,3.5461252627397997,2.7636332511901855,0.9568075750744939,-17.99154431813293
out_wav/chime_EaBNet_chime/653_sir1.04dB_tgt.wav,4.0921947738726665,3.4005199745814707,3.3336568366708383,2.5381054878234863,0.9417502651991544,-17.759485933005536
out_wav/chime_EaBNet_chime/408_sir-1.29dB_tgt.wav,1.9605840650400492,1.9639438945987062,1.5697747670103752,1.2671154737472534,0.4515349253935155,-4.276300061244045
out_wav/chime_EaBNet_chime/2648_sir-3.35dB_tgt.wav,3.7897138766715575,3.0009902018142873,3.0511430093633636,2.3211801052093506,0.9296050449800066,-15.860534132971967
out_wav/chime_EaBNet_chime/1218_sir-2.02dB_tgt.wav,2.8705333757195746,2.732012727017751,2.1887261573115664,1.5444092750549316,0.9026788781195344,-13.995163709059613
out_wav/chime_EaBNet_chime/594_sir-3.90dB_tgt.wav,3.663452943771469,2.823331778885383,2.8944405574628282,2.1902849674224854,0.789339083223283,-15.404319326447137
out_wav/chime_EaBNet_chime/1715_sir-3.27dB_tgt.wav,3.772930600221745,2.995749004332712,3.0195535585649083,2.293020486831665,0.9024809437459517,-13.962333149645332
out_wav/chime_EaBNet_chime/2412_sir-2.04dB_tgt.wav,1.8246643628761268,2.046839939077013,1.4552978147554803,1.1710460186004639,0.39893979577804933,-3.444236979749306
out_wav/chime_EaBNet_chime/1034_sir0.73dB_tgt.wav,3.772005614230638,3.177309315252789,2.9975593076488747,2.2456533908843994,0.9476809992255888,-18.7448411590917
out_wav/chime_EaBNet_chime/498_sir-2.27dB_tgt.wav,3.1997617551783435,2.571903431783981,2.475651820289846,1.8312947750091553,0.8818777514535016,-13.473522985363694
out_wav/chime_EaBNet_chime/1181_sir-5.02dB_tgt.wav,3.4602631194391673,2.5761839662926334,2.6286505928579507,1.8754982948303223,0.8206977160998841,-11.981939809555797
out_wav/chime_EaBNet_chime/602_sir0.44dB_tgt.wav,4.234350536784014,3.416227389503281,3.5302177549560168,2.8541266918182373,0.9617840655113369,-22.263933659109085
out_wav/chime_EaBNet_chime/281_sir0.47dB_tgt.wav,3.8915232713829924,3.205104248499764,3.1912368975125,2.504011869430542,0.9375385340652738,-17.10685485457875
out_wav/chime_EaBNet_chime/2206_sir-0.77dB_tgt.wav,2.9439123322678964,2.923201925640098,2.330667316494093,1.6952131986618042,0.8926846144975891,-15.5434498985493
out_wav/chime_EaBNet_chime/238_sir-0.18dB_tgt.wav,3.5154301878547853,3.019380969124867,2.7804254652190354,2.05633282661438,0.8728663291786636,-14.982005559850313
out_wav/chime_EaBNet_chime/1969_sir-0.18dB_tgt.wav,3.5831395990867905,3.3255067408699075,2.9521800317381985,2.324235677719116,0.8870391675808027,-17.19114489459382
out_wav/chime_EaBNet_chime/2030_sir-0.80dB_tgt.wav,4.259381394359036,3.261556019438973,3.487436873934661,2.7342758178710938,0.9374271712758777,-15.48950690113754
out_wav/chime_EaBNet_chime/2555_sir0.35dB_tgt.wav,4.0869827281563795,3.479673600619427,3.3967614071921655,2.6817281246185303,0.9392225128026959,-20.694592988237623
out_wav/chime_EaBNet_chime/2611_sir0.44dB_tgt.wav,3.9890922644977755,3.3408275301641233,3.284323293377016,2.5651111602783203,0.9403948768924729,-18.067237448178155
out_wav/chime_EaBNet_chime/133_sir-0.83dB_tgt.wav,3.9148970466534694,2.966088042646347,3.1654910184560308,2.470517873764038,0.9111369043164715,-20.150747890904665
out_wav/chime_EaBNet_chime/1819_sir1.11dB_tgt.wav,4.173651399523716,3.4581463781970565,3.448457679047067,2.734492301940918,0.9525579465827556,-16.560850502619388
out_wav/chime_EaBNet_chime/1164_sir1.60dB_tgt.wav,3.3054471827809744,2.766619457518285,2.7642967359473656,2.315082311630249,0.9074210741998475,-6.882311794882271
out_wav/chime_EaBNet_chime/659_sir-2.65dB_tgt.wav,4.058396619375522,3.269571848263645,3.265825869308779,2.4914441108703613,0.9196235642520696,-18.35168702256436
out_wav/chime_EaBNet_chime/1561_sir-1.02dB_tgt.wav,3.0846479485426266,2.5080612712831867,2.320165692432693,1.6264523267745972,0.8798543763769064,-14.04603130224074
out_wav/chime_EaBNet_chime/536_sir0.33dB_tgt.wav,3.9032619535839523,3.259062287532423,3.2019660592842083,2.527453899383545,0.9465663007297304,-18.167066953507994
out_wav/chime_EaBNet_chime/826_sir0.29dB_tgt.wav,3.618046672381113,2.995166791284329,2.936449902258543,2.2730448246002197,0.9409957047067405,-17.574170616328754
out_wav/chime_EaBNet_chime/2138_sir-3.38dB_tgt.wav,3.4262605115389935,2.7685168058107776,2.664110423998842,1.9314041137695312,0.8005616262863859,-14.279502867988258
