name,out_csig,out_cbak,out_covl,out_pesq,out_stoi,out_sisnr
out_wav/chime_GaGNet_chime/2024_sir-3.07dB_tgt.wav,2.145462844542445,1.5918985718898568,1.5353373965226358,1.1706129312515259,0.275984229984919,-1.8804545602673917
out_wav/chime_GaGNet_chime/406_sir-2.98dB_tgt.wav,2.095309616535162,1.7115347981155686,1.5197649207010078,1.1496597528457642,0.46186593127143893,-2.7638410569960508
out_wav/chime_GaGNet_chime/30_sir3.04dB_tgt.wav,2.7709550039567867,2.2743199760840516,2.072555137910095,1.460378646850586,0.618475982829974,-7.716882813952033
out_wav/chime_GaGNet_chime/470_sir-3.40dB_tgt.wav,1.8463612380031347,1.8659408770502133,1.3953612997269764,1.1060092449188232,0.3452790769303754,-2.256866636766483
out_wav/chime_GaGNet_chime/473_sir1.30dB_tgt.wav,2.8840544189321142,2.199291318967595,2.075079519856307,1.3783797025680542,0.652044562890484,-8.379714994279903
out_wav/chime_GaGNet_chime/658_sir3.67dB_tgt.wav,3.064612971542474,2.44742192043742,2.2489084385950675,1.5264986753463745,0.717321247827911,-10.96602900361637
out_wav/chime_GaGNet_chime/1374_sir-3.63dB_tgt.wav,1.8419930672803935,1.6547007169616053,1.3602391262839888,1.1126066446304321,0.4367074303733542,-5.036137345078946
out_wav/chime_GaGNet_chime/2444_sir-1.40dB_tgt.wav,2.6374280306539686,1.8370685360211676,1.971331649311078,1.4911913871765137,0.6446037854797154,-7.837695360600124
out_wav/chime_GaGNet_chime/1294_sir0.92dB_tgt.wav,2.5506497753571074,1.9155893881139692,1.847468096101441,1.34575355052948,0.6325631146169747,-8.526778954205692
out_wav/chime_GaGNet_chime/385_sir0.24dB_tgt.wav,2.301877276943774,1.9317831549787277,1.706778637047891,1.2898215055465698,0.5741671853080902,-5.3051555189042805
out_wav/chime_GaGNet_chime/1229_sir-3.88dB_tgt.wav,2.153615662849749,1.6951525915573067,1.5830094939887114,1.2284868955612183,0.5212417228101806,-7.6847209080299645
out_wav/chime_GaGNet_chime/773_sir-1.79dB_tgt.wav,2.276753033931956,1.809545073740301,1.6549617531400416,1.2535393238067627,0.5417150021746989,-6.636632771980006
out_wav/chime_GaGNet_chime/480_sir-3.09dB_tgt.wav,2.520709041600127,1.8624067857004065,1.8404209580457755,1.3423956632614136,0.7163392465584876,-7.5256274944770905
out_wav/chime_GaGNet_chime/342_sir2.48dB_tgt.wav,2.6120107842904727,2.1113022966959325,1.9508833991196073,1.3868627548217773,0.6522475994633516,-7.218544015217141
out_wav/chime_GaGNet_chime/2316_sir-1.85dB_tgt.wav,1.8564312286093418,1.922463838824942,1.4125741113601138,1.1200350522994995,0.48873000878757406,-4.834347408530596
out_wav/chime_GaGNet_chime/2224_sir-0.71dB_tgt.wav,2.9272774581306416,2.174194155212972,2.182120514928772,1.5749738216400146,0.660062336109288,-9.465026202050502
out_wav/chime_GaGNet_chime/743_sir-2.63dB_tgt.wav,2.0306252637034174,1.8691691923329476,1.5431164851815455,1.2325778007507324,0.5520338671253144,-5.127170403444233
out_wav/chime_GaGNet_chime/1385_sir-2.91dB_tgt.wav,1.7786287743014844,1.5365587364193047,1.3390010834925625,1.1984648704528809,0.4051283462869952,-5.630021603931983
out_wav/chime_GaGNet_chime/566_sir0.06dB_tgt.wav,2.656923484717052,2.0774202933022385,1.925006264593832,1.370044231414795,0.7090564626017091,-10.06539143707334
out_wav/chime_GaGNet_chime/1672_sir2.07dB_tgt.wav,2.6071436368302194,1.954470484895829,1.9279514644071991,1.465604543685913,0.6646933534672076,-10.238502169440114
out_wav/chime_GaGNet_chime/654_sir2.68dB_tgt.wav,2.5288157932445943,2.1012773351791005,1.907731293839424,1.41117525100708,0.6777144009910179,-9.116522815170514
out_wav/chime_GaGNet_chime/1267_sir-0.04dB_tgt.wav,2.881050990787207,2.085755848764892,2.149270925787799,1.5343198776245117,0.6626078022520396,-6.316624213318626
out_wav/chime_GaGNet_chime/1363_sir-1.68dB_tgt.wav,2.6678439834088397,1.8478240577113132,1.8922183302485525,1.3544259071350098,0.44570607557869724,-7.00595942980855
